egg_id,day,HU,weight_g,R,S,T,U,V,W
583,20,53.98,59.14,0,72,41,20,11,0
584,20,53.51,59.68,0,54,34,17,9,0
585,20,55.9,58.83,0,53,34,16,8,0
586,20,55.69,59.29,0,58,36,19,9,0
587,20,53.72,60,0,67,42,23,10,0
588,20,54.64,59.44,0,61,38,19,10,0
589,20,55.02,59.57,0,63,34,21,9,0
590,20,55.25,59.89,0,55,32,20,10,0
591,20,56.28,60.36,0,65,38,21,11,0
592,20,54.58,58.92,0,61,40,18,10,0
593,20,54.93,60.62,0,57,30,18,10,0
594,20,53.87,59.12,0,60,39,20,10,0
595,20,53.65,59.07,0,65,38,18,10,0
596,20,54.07,58.67,0,53,33,20,9,0
597,20,53.45,59.2,0,65,38,20,10,0
598,20,55.7,59.34,0,62,37,18,10,0
599,20,54.35,59.06,0,46,36,19,10,0
600,20,54.26,58.61,0,57,36,19,10,0
601,21,55.75,58.88,0,44,27,14,7,0
602,21,53.68,58.58,0,47,30,13,8,0
603,21,54.48,59.24,0,62,41,18,10,0
604,21,53.47,60.45,0,53,32,16,9,0
605,21,55.06,58.45,0,50,29,15,7,0
606,21,55.03,59.25,0,54,32,18,8,0
607,21,55.2,58.83,0,56,35,17,10,0
608,21,54.06,59.2,0,41,33,15,7,0
609,21,53.57,59.87,0,53,32,17,9,0
610,21,52.92,59.73,0,48,32,17,9,0
611,21,53.08,59.43,0,62,44,24,11,0
612,21,53.05,59.62,0,63,36,19,9,0
613,21,54.19,60.17,0,52,34,16,9,0
614,21,54.41,58.22,0,56,29,16,9,0
615,21,52.75,59.64,0,53,42,20,10,0
616,21,52.01,59.72,0,53,31,16,9,0
617,21,55.38,60,0,42,26,13,7,0
618,21,54.14,60.19,0,52,35,18,9,0
619,21,53.36,58.72,0,68,42,19,10,0
620,21,51.84,59.48,0,62,36,20,10,0
621,21,53.5,58.93,0,49,33,18,9,0
622,21,50.22,59.16,0,66,38,20,10,0
623,21,54.16,58.28,0,40,28,12,7,0
624,21,53.97,58.58,0,53,39,18,9,0
625,21,50.7,59.31,0,50,34,15,10,0
626,21,51.37,58.32,0,70,45,19,9,0
627,21,53.02,59.56,0,63,38,20,10,0
628,21,54.18,58.8,0,57,39,19,8,0
629,21,52.77,59.51,0,62,41,20,9,0
630,21,54.11,59.45,0,52,35,17,8,0
631,22,53.77,58.22,0,49,29,14,8,0
632,22,51.45,58.98,0,61,36,21,9,0
633,22,51.46,59.73,0,52,32,16,8,0
634,22,52.51,59.59,0,53,29,17,8,0
635,22,50.46,59.36,0,58,36,17,9,0
636,22,49.39,59.42,0,62,36,18,9,0
637,22,52.35,59.39,0,52,33,18,9,0
638,22,51.31,59.76,0,59,34,18,8,0
639,22,53.84,58.71,0,48,30,14,7,0
640,22,53.93,60.33,0,47,29,14,6,0
641,22,50.94,59.61,0,55,38,18,10,0
642,22,50.8,58.47,0,50,34,16,8,0
643,22,52.02,58.73,0,56,35,19,10,0
644,22,52.68,58.63,0,38,25,11,6,0
645,22,50.33,59.11,0,54,35,16,8,0
646,22,52.49,58.16,0,57,38,19,9,0
647,22,51.8,59.71,0,46,30,15,8,0
648,22,51.9,58.69,0,48,29,13,7,0
649,22,54.62,60.06,0,57,34,17,8,0
650,22,51.27,59.3,0,45,30,15,7,0
651,22,51.3,59.22,0,44,29,14,7,0
652,22,52.79,59.87,0,49,32,16,8,0
653,22,50.24,59.61,0,59,36,18,9,0
654,22,53.05,58.66,0,56,32,16,8,0
655,22,49.76,59.97,0,43,32,14,7,0
656,22,51.38,59.01,0,55,34,17,9,0
657,22,50.53,59.52,0,52,31,14,8,0
658,22,50.68,58.83,0,48,33,16,8,0
659,22,52.33,59.28,0,59,31,15,8,0
660,22,50.93,58.99,0,39,25,12,6,0
661,23,48.56,59.47,0,47,32,17,7,0
662,23,52.76,59.07,0,56,36,19,9,0
663,23,50.34,59.13,0,51,31,15,8,0
664,23,48.04,58.51,0,39,24,11,6,0
665,23,51.64,58.17,0,50,29,15,7,0
666,23,50.37,58.97,0,57,34,18,8,0
667,23,51.1,59.92,0,47,29,15,8,0
668,23,49.27,58.69,0,58,32,16,9,0
669,23,50.35,59.6,0,54,36,19,10,0
670,23,48.26,59.24,0,50,32,15,9,0
671,23,50.44,59.08,0,53,32,16,9,0
672,23,48.1,58.37,0,61,37,20,9,0
673,23,51.94,59.05,0,51,32,17,8,0
674,23,54.2,59.77,0,45,30,15,7,0
675,23,47.34,58.91,0,60,35,17,9,0
676,23,52.17,59.4,0,52,31,14,8,0
677,23,51.38,58.1,0,55,29,15,8,0
678,23,53.47,58.61,0,52,38,16,9,0
679,23,50.5,58.04,0,56,35,18,8,0
680,23,52.63,60.19,0,54,36,17,9,0
681,23,51.86,58.81,0,51,31,17,9,0
682,23,50.42,59.2,0,54,30,16,9,0
683,23,48.46,59.07,0,55,34,17,8,0
684,23,50.98,59.32,0,44,30,17,7,0
685,23,49.71,59.54,0,45,30,16,8,0
686,23,49.23,59.48,0,58,36,19,9,0
687,23,49.13,59.19,0,54,33,17,8,0
688,23,51.15,58.81,0,49,38,18,9,0
689,23,49.4,59.86,0,35,25,14,6,0
690,23,50.71,59.02,0,50,34,16,7,0
691,24,51.07,60.05,0,63,37,19,9,0
692,24,49.15,59.14,0,51,33,15,8,0
693,24,47.96,59.66,0,44,29,15,5,0
694,24,48.38,58.88,0,56,35,14,9,0
695,24,47.05,58.31,0,60,37,18,9,0
696,24,49.47,58.67,0,62,37,17,8,0
697,24,48.59,59.82,0,45,27,12,7,0
698,24,48.22,58.88,0,56,33,16,8,0
699,24,51.42,58.6,0,40,28,13,6,0
700,24,45.93,58.6,0,50,35,16,8,0
701,24,49.22,58.57,0,37,24,12,6,0
702,24,46.05,58.39,0,39,22,13,6,0
703,24,48.4,58.05,0,46,24,16,7,0
704,24,46.09,59.17,0,40,29,12,6,0
705,24,47.82,60.25,0,56,32,15,8,0
706,24,50.43,59.3,0,47,29,14,8,0
707,24,48.65,58.68,0,51,33,16,8,0
708,24,48.34,59.5,0,42,27,14,7,0
709,24,47.87,58.59,0,48,28,15,7,0
710,24,46.82,58.97,0,49,28,16,8,0
711,24,46.9,59.58,0,46,33,15,7,0
712,24,48.93,58.75,0,51,32,15,8,0
713,24,46.21,59.16,0,61,35,19,9,0
714,24,48.33,58.98,0,56,37,17,9,0
715,24,48.27,60.11,0,56,32,16,9,0
716,24,47.8,58.77,0,56,28,16,8,0
717,24,48.72,59.72,0,55,35,16,8,0
718,24,48.16,59.38,0,56,35,16,9,0
719,24,50.08,58.46,0,48,29,15,8,0
720,24,48,58.6,0,49,32,15,8,0
721,25,46.08,59.83,0,40,29,12,6,0
722,25,46.46,57.7,0,51,28,14,7,0
723,25,46.62,59.83,0,45,35,15,8,0
724,25,45.96,60.02,0,53,37,19,9,0
725,25,46.04,59.2,0,46,32,15,8,0
726,25,47.25,58.66,0,49,28,13,8,0
727,25,48.34,58.34,0,46,29,14,6,0
728,25,45.85,58.42,0,42,28,14,8,0
729,25,45.58,59.1,0,50,32,15,8,0
730,25,47.27,59.33,0,51,34,15,7,0
731,25,48.25,59.1,0,48,32,17,8,0
732,25,46.52,59.27,0,52,30,14,7,0
733,25,48.44,59.65,0,54,31,16,8,0
734,25,48.82,59.15,0,42,28,14,7,0
735,25,48.94,58.46,0,39,28,12,7,0
736,25,45.37,59.25,0,48,31,14,8,0
737,25,43.3,58.64,0,50,29,15,7,0
738,25,46.56,59.01,0,56,34,15,8,0
739,25,48.73,59.27,0,53,35,16,8,0
740,25,48.9,59.18,0,52,32,14,8,0
741,25,46.61,59.55,0,56,32,17,9,0
742,25,50.8,58.96,0,47,29,13,7,0
743,25,45.86,58.99,0,40,27,13,7,0
744,25,44.87,59.48,0,35,26,11,5,0
745,25,43.85,59.01,0,50,32,16,8,0
746,25,46.11,58.29,0,48,29,15,7,0
747,25,45.36,58.39,0,48,35,17,9,0
748,25,47.04,59.24,0,53,33,15,8,0
749,25,45.11,57.8,0,37,22,10,5,0
750,25,47.79,58.76,0,45,31,15,8,0
